deviceid,latitude,longitude,datetime,leaving_datetime,cluster
107,37.58509805,127.0352513,2019-11-05 16:25:34,2019-11-08 16:17:40,0
107,37.58509945,127.0352505,2019-11-08 20:00:36,2019-11-10 20:00:37,0
107,37.5851008,127.035253,2019-11-11 20:00:42,2019-11-13 13:06:28,0
107,37.5850824,127.0352338,2019-11-13 17:29:22,2019-11-14 06:52:01,0
107,37.58508685,127.035249,2019-11-14 09:02:13,2019-11-14 12:05:35,0
107,37.5850824,127.0352804,2019-11-14 14:32:50,2019-11-14 15:05:44,0
107,37.585084,127.0352364,2019-11-14 18:34:33,2019-11-14 21:37:52,0
107,37.5850874,127.0352472,2019-11-14 21:39:20,2019-11-15 02:52:19,0
107,37.5850832,127.0352507,2019-11-15 02:53:31,2019-11-15 04:40:15,0
107,37.5850829,127.0352388,2019-11-15 04:41:52,2019-11-15 10:32:12,0
107,37.5850814,127.03524705,2019-11-15 10:33:22,2019-11-15 11:21:25,0
107,37.585083,127.0352536,2019-11-15 12:52:21,2019-11-16 11:42:56,0
107,37.5850861,127.0352532,2019-11-16 14:42:53,2019-11-16 17:06:46,0
107,37.5850803,127.0352652,2019-11-16 18:40:34,2019-11-16 20:46:30,0
107,37.585085,127.0352486,2019-11-16 20:48:51,2019-11-17 10:14:11,0
107,37.585083,127.0352492,2019-11-17 14:28:22,2019-11-18 00:32:37,0
107,37.5850827,127.03525355,2019-11-18 00:50:53,2019-11-18 09:30:46,0
107,37.5850827,127.0352494,2019-11-18 09:32:32,2019-11-18 12:18:19,0
107,37.58508075,127.03525615,2019-11-18 13:01:46,2019-11-18 14:26:20,0
107,37.5848694,127.0354265,2019-11-19 07:40:13,2019-11-19 08:16:01,0
107,37.58508905,127.03522035,2019-11-19 13:31:43,2019-11-19 16:02:22,0
107,37.5850915,127.0352399,2019-11-19 16:16:23,2019-11-19 18:01:56,0
107,37.5850917,127.03523945,2019-11-19 18:22:07,2019-11-20 07:25:18,0
107,37.5854175,127.0349466,2019-11-20 08:51:19,2019-11-20 09:22:10,0
