deviceid,latitude,longitude,datetime,leaving_datetime,cluster
253,37.5860636,127.0190649,2019-11-26 14:01:29,2019-11-26 16:00:34,1
253,37.5863518,127.0187294,2019-11-26 16:04:48,2019-11-26 16:58:19,1
253,37.5862295,127.0187294,2019-11-26 17:29:37,2019-11-26 18:06:10,1
253,37.5929729,127.0163805,2019-11-26 20:55:26,2019-11-26 21:26:47,9
253,37.6090663,127.0267822,2019-11-26 22:35:09,2019-11-26 23:16:25,0
253,37.6090663,127.0267822,2019-11-27 01:38:04,2019-11-27 07:57:13,0
253,37.6088216,127.0274532,2019-11-27 07:59:14,2019-11-27 08:57:48,0
253,37.6090663,127.0267822,2019-11-27 09:12:39,2019-11-27 09:45:21,0
253,37.6110478,127.0284598,2019-11-27 09:45:21,2019-11-27 10:40:43,2
253,37.6123306,127.0301373,2019-11-27 11:30:03,2019-11-27 13:03:42,2
253,37.5593972,126.9747588,2019-11-27 13:45:06,2019-11-27 17:52:52,8
253,37.568071,126.9787878,2019-11-27 18:08:50,2019-11-27 20:10:37,7
253,37.6088216,127.0274532,2019-11-27 20:50:52,2019-11-27 21:24:27,0
253,37.61024175,127.0260912,2019-11-27 21:24:27,2019-11-28 10:39:39,0
253,37.61017205,127.0260526,2019-11-28 10:40:47,2019-11-28 12:58:49,0
253,37.6100667,127.02601525,2019-11-28 12:59:49,2019-11-28 22:04:54,0
253,37.61003585,127.0260379,2019-11-28 22:04:54,2019-11-29 09:58:09,0
253,37.6092501,127.0293523,2019-11-29 10:11:52,2019-11-29 16:34:21,0
253,37.6101239,127.02605025,2019-11-29 16:51:56,2019-11-29 20:43:58,0
253,37.6102109,127.0260521,2019-11-29 20:46:17,2019-11-30 12:16:08,0
253,37.6122575,127.0296072,2019-11-30 12:19:18,2019-11-30 16:04:23,2
253,37.57945665,126.97215115,2019-11-30 16:43:25,2019-11-30 18:00:18,6
253,37.5822678,126.9706059,2019-11-30 18:00:18,2019-11-30 19:06:40,3
253,37.61006715,127.02604255,2019-11-30 19:54:52,2019-12-01 11:00:27,0
253,37.6102531,127.02603675,2019-12-01 11:00:27,2019-12-04 14:18:19,0
253,37.639176500000005,127.01099455,2019-12-04 14:46:51,2019-12-04 15:19:04,5
253,37.609008,127.0296252,2019-12-04 16:12:42,2019-12-04 18:13:34,0
253,37.61006505,127.0260169,2019-12-04 18:13:34,2019-12-05 04:45:39,0
253,37.6102379,127.0260058,2019-12-05 05:08:08,2019-12-05 06:04:19,0
253,37.61025705,127.0260069,2019-12-05 06:13:55,2019-12-05 12:14:05,0
253,37.61032035,127.0260167,2019-12-05 12:15:05,2019-12-06 15:44:17,0
253,37.60886945,127.0291094,2019-12-06 15:44:17,2019-12-06 16:39:07,0
253,37.6101807,127.0260195,2019-12-06 16:39:07,2019-12-08 09:49:32,0
253,37.58224235,126.970591,2019-12-08 11:03:54,2019-12-08 14:04:26,3
253,37.58226925,127.0177963,2019-12-08 14:38:58,2019-12-08 17:43:56,4
253,37.6100555,127.0260173,2019-12-08 17:59:47,2019-12-09 13:15:50,0
253,37.5870268,127.0188205,2019-12-09 14:00:58,2019-12-09 17:07:58,1
253,37.6102906,127.0260343,2019-12-09 17:53:22,2019-12-09 20:49:36,0
