deviceid,latitude,longitude,datetime,leaving_datetime,cluster
395,37.5700642,127.0425482,2020-11-26 09:59:12,2020-11-27 02:33:32,0
395,37.5701479,127.04273715,2020-11-27 03:20:29,2020-11-27 03:53:35,0
395,37.5701482,127.0427439,2020-11-27 06:55:27,2020-11-27 07:25:43,0
395,37.570195850000005,127.04273265,2020-11-27 11:03:33,2020-11-27 11:38:36,0
395,37.5701428,127.0427455,2020-11-27 15:17:45,2020-11-28 03:32:24,0
395,37.5701458,127.0427482,2020-11-28 04:56:43,2020-11-28 08:20:46,0
395,37.5701607,127.042739,2020-11-28 09:18:30,2020-11-28 14:15:20,0
395,37.5702012,127.04274225,2020-11-28 15:16:52,2020-11-28 18:13:28,0
395,37.5700929,127.0426096,2020-11-28 22:11:17,2020-11-29 02:52:53,0
395,37.5701583,127.0427387,2020-11-29 02:53:58,2020-11-29 04:42:14,0
395,37.5701719,127.0427212,2020-11-29 04:46:29,2020-11-29 07:36:25,0
395,37.5702189,127.0427634,2020-11-29 09:35:57,2020-11-29 10:32:41,0
395,37.5701604,127.04274,2020-11-29 12:42:21,2020-11-29 13:14:14,0
395,37.57024805,127.0427583,2020-11-29 14:38:40,2020-11-29 15:35:04,0
395,37.5701728,127.0427562,2020-11-29 15:46:41,2020-11-29 23:07:39,0
395,37.5701571,127.0427554,2020-11-29 23:09:34,2020-11-30 00:17:44,0
395,37.57009895,127.04262985,2020-11-30 09:13:17,2020-11-30 14:04:17,0
395,37.5702001,127.042709,2020-11-30 14:24:25,2020-11-30 14:55:48,0
395,37.57041835,127.0427337,2020-11-30 15:48:42,2020-11-30 16:45:59,0
395,37.57009295,127.04263335,2020-11-30 18:31:25,2020-12-01 00:14:18,0
395,37.570063,127.0425538,2020-12-01 09:30:45,2020-12-01 11:38:40,0
395,37.57019115,127.04274645,2020-12-01 12:37:54,2020-12-01 22:50:22,0
395,37.57012795,127.04265325,2020-12-01 23:17:22,2020-12-02 00:21:52,0
395,37.57014650000001,127.04272025,2020-12-02 12:31:58,2020-12-02 13:04:26,0
395,37.5701468,127.0427366,2020-12-02 13:05:57,2020-12-02 13:57:21,0
395,37.5701507,127.0427532,2020-12-02 15:09:42,2020-12-02 18:05:07,0
395,37.5701028,127.0426386,2020-12-02 18:13:34,2020-12-03 00:44:41,0
