deviceid,latitude,longitude,datetime,leaving_datetime
61,37.5552927,127.0266787,2019-10-24 17:09:33,2019-10-25 08:08:24
61,37.4049107,126.9483511,2019-10-25 09:06:05,2019-10-25 12:39:49
61,37.563484349999996,127.03642980000001,2019-10-25 14:24:32,2019-10-25 16:09:04
61,37.555446950000004,127.0265702,2019-10-25 16:27:06,2019-10-26 03:55:04
61,37.5580704,127.0355523,2019-10-26 03:59:21,2019-10-26 10:34:43
61,37.5305233,127.14365715,2019-10-26 11:31:04,2019-10-26 16:39:45
61,37.5575882,127.0303777,2019-10-26 17:36:13,2019-10-26 18:23:55
61,37.5576268,127.0305971,2019-10-26 18:23:55,2019-10-26 19:29:04
61,37.56002225,127.02992695,2019-10-26 19:29:04,2019-10-26 21:28:39
61,37.5554462,127.0265665,2019-10-26 21:30:49,2019-10-27 09:05:46
61,37.5588664,127.0321644,2019-10-27 09:07:56,2019-10-27 11:10:16
61,37.5554427,127.0265688,2019-10-27 11:16:45,2019-10-28 10:17:49
61,37.55538635,127.02661660000001,2019-10-28 10:29:52,2019-10-28 11:41:39
61,37.570069000000004,127.0334883,2019-10-28 12:07:51,2019-10-28 17:24:08
61,37.5554415,127.0265737,2019-10-28 17:39:09,2019-10-29 03:53:03
61,37.558247,127.0355911,2019-10-29 04:03:29,2019-10-29 11:41:29
61,37.5707596,127.03421374999999,2019-10-29 11:57:13,2019-10-29 13:01:07
61,37.5634854,127.0364033,2019-10-29 13:05:14,2019-10-29 13:50:01
61,37.5650898,127.0363248,2019-10-29 13:50:01,2019-10-29 16:21:54
61,37.5614192,127.03830945,2019-10-29 16:54:43,2019-10-29 17:27:22
61,37.555445,127.02657185,2019-10-29 17:39:01,2019-10-30 09:08:02
61,37.55536895,127.02664014999999,2019-10-30 09:08:02,2019-10-30 11:17:07
61,37.5699996,127.0334171,2019-10-30 11:51:08,2019-10-30 17:33:38
61,37.5554942,127.026572,2019-10-30 18:29:47,2019-10-31 03:53:36
61,37.558107899999996,127.0354633,2019-10-31 03:58:55,2019-10-31 11:17:40
61,37.5613445,127.038283,2019-10-31 11:26:02,2019-10-31 12:23:40
61,37.5651012,127.0363464,2019-10-31 12:32:56,2019-10-31 14:50:49
61,37.5648814,126.987768,2019-10-31 15:41:15,2019-10-31 16:53:26
61,37.5554486,127.026645,2019-10-31 20:25:03,2019-10-31 22:14:23
61,37.5554977,127.0265621,2019-10-31 22:14:23,2019-11-01 11:18:03
61,37.5707453,127.0341939,2019-11-01 11:47:29,2019-11-01 12:40:14
61,37.563485650000004,127.03672385,2019-11-01 12:51:03,2019-11-01 14:31:20
61,37.5415484,126.9499797,2019-11-01 15:15:39,2019-11-01 17:59:43
61,37.5554911,127.0265678,2019-11-01 18:47:38,2019-11-01 22:15:59
61,37.5555063,127.0265451,2019-11-01 22:21:45,2019-11-02 03:54:37
61,37.5580848,127.0355335,2019-11-02 03:57:50,2019-11-02 11:52:09
61,37.5554976,127.0265621,2019-11-02 11:58:23,2019-11-02 20:12:16
